seed,Test RMSE,Test normalized RMSE,R_Square
1,3467454.7444679397,0.3238775751883375,-0.11674198811089664
1,3467454.7444679397,0.3238775751883375,-0.11674198811089664
1,3467454.7444679397,0.3238775751883375,-0.11674198811089664
1,3467454.7444679397,0.3238775751883375,-0.11674198811089664
1,3467454.7444679397,0.3238775751883375,-0.11674198811089664
1,3467454.7444679397,0.3238775751883375,-0.11674198811089664
1,3467454.7444679397,0.3238775751883375,-0.11674198811089664
1,3467454.7444679397,0.3238775751883375,-0.11674198811089664
1,3467454.7444679397,0.3238775751883375,-0.11674198811089664
1,3467454.7444679397,0.3238775751883375,-0.11674198811089664
2,3467454.7444679397,0.3238775751883375,-0.11674198811089664
2,3467454.7444679397,0.3238775751883375,-0.11674198811089664
2,3467454.7444679397,0.3238775751883375,-0.11674198811089664
2,3467454.7444679397,0.3238775751883375,-0.11674198811089664
2,3467454.7444679397,0.3238775751883375,-0.11674198811089664
2,3467454.7444679397,0.3238775751883375,-0.11674198811089664
2,3467454.7444679397,0.3238775751883375,-0.11674198811089664
2,3467454.7444679397,0.3238775751883375,-0.11674198811089664
2,3467454.7444679397,0.3238775751883375,-0.11674198811089664
2,3467454.7444679397,0.3238775751883375,-0.11674198811089664
