seed,Test RMSE,Test normalized RMSE,R_Square
1,889224.7779947531,0.08305803135680728,0.9265563328679935
1,889224.7779947531,0.08305803135680728,0.9265563328679935
1,889224.7779947531,0.08305803135680728,0.9265563328679935
1,889224.7779947531,0.08305803135680728,0.9265563328679935
1,889224.7779947531,0.08305803135680728,0.9265563328679935
1,889224.7779947531,0.08305803135680728,0.9265563328679935
1,889224.7779947531,0.08305803135680728,0.9265563328679935
1,889224.7779947531,0.08305803135680728,0.9265563328679935
1,889224.7779947531,0.08305803135680728,0.9265563328679935
1,889224.7779947531,0.08305803135680728,0.9265563328679935
2,889224.7779947531,0.08305803135680728,0.9265563328679935
2,889224.7779947531,0.08305803135680728,0.9265563328679935
2,889224.7779947531,0.08305803135680728,0.9265563328679935
2,889224.7779947531,0.08305803135680728,0.9265563328679935
2,889224.7779947531,0.08305803135680728,0.9265563328679935
2,889224.7779947531,0.08305803135680728,0.9265563328679935
2,889224.7779947531,0.08305803135680728,0.9265563328679935
2,889224.7779947531,0.08305803135680728,0.9265563328679935
2,889224.7779947531,0.08305803135680728,0.9265563328679935
2,889224.7779947531,0.08305803135680728,0.9265563328679935
