seed,Test RMSE,Test normalized RMSE,R_Square
2,521187.25760657573,0.04868149050308042,0.974769908786389
2,521187.25760657573,0.04868149050308042,0.974769908786389
2,521187.25760657573,0.04868149050308042,0.974769908786389
2,521187.25760657573,0.04868149050308042,0.974769908786389
2,521187.25760657573,0.04868149050308042,0.974769908786389
2,521187.25760657573,0.04868149050308042,0.974769908786389
2,521187.25760657573,0.04868149050308042,0.974769908786389
2,521187.25760657573,0.04868149050308042,0.974769908786389
2,521187.25760657573,0.04868149050308042,0.974769908786389
2,521187.25760657573,0.04868149050308042,0.974769908786389
1,521187.25760657573,0.04868149050308042,0.974769908786389
1,521187.25760657573,0.04868149050308042,0.974769908786389
1,521187.25760657573,0.04868149050308042,0.974769908786389
1,521187.25760657573,0.04868149050308042,0.974769908786389
1,521187.25760657573,0.04868149050308042,0.974769908786389
1,521187.25760657573,0.04868149050308042,0.974769908786389
1,521187.25760657573,0.04868149050308042,0.974769908786389
1,521187.25760657573,0.04868149050308042,0.974769908786389
1,521187.25760657573,0.04868149050308042,0.974769908786389
1,521187.25760657573,0.04868149050308042,0.974769908786389
