seed,Test RMSE,Test normalized RMSE,R_Square
2,476411.34031980444,0.04449919640369534,0.9789187953803431
2,476411.34031980444,0.04449919640369534,0.9789187953803431
2,476411.34031980444,0.04449919640369534,0.9789187953803431
2,476411.34031980444,0.04449919640369534,0.9789187953803431
2,476411.34031980444,0.04449919640369534,0.9789187953803431
2,476411.34031980444,0.04449919640369534,0.9789187953803431
2,476411.34031980444,0.04449919640369534,0.9789187953803431
2,476411.34031980444,0.04449919640369534,0.9789187953803431
2,476411.34031980444,0.04449919640369534,0.9789187953803431
2,476411.34031980444,0.04449919640369534,0.9789187953803431
1,476411.34031980444,0.04449919640369534,0.9789187953803431
1,476411.34031980444,0.04449919640369534,0.9789187953803431
1,476411.34031980444,0.04449919640369534,0.9789187953803431
1,476411.34031980444,0.04449919640369534,0.9789187953803431
1,476411.34031980444,0.04449919640369534,0.9789187953803431
1,476411.34031980444,0.04449919640369534,0.9789187953803431
1,476411.34031980444,0.04449919640369534,0.9789187953803431
1,476411.34031980444,0.04449919640369534,0.9789187953803431
1,476411.34031980444,0.04449919640369534,0.9789187953803431
1,476411.34031980444,0.04449919640369534,0.9789187953803431
