seed,Test RMSE,Test normalized RMSE,R_Square
1,580888.4651633062,0.054257881188535924,0.968658718688214
1,580888.4651633062,0.054257881188535924,0.968658718688214
1,580888.4651633062,0.054257881188535924,0.968658718688214
1,580888.4651633062,0.054257881188535924,0.968658718688214
1,580888.4651633062,0.054257881188535924,0.968658718688214
1,580888.4651633062,0.054257881188535924,0.968658718688214
1,580888.4651633062,0.054257881188535924,0.968658718688214
1,580888.4651633062,0.054257881188535924,0.968658718688214
1,580888.4651633062,0.054257881188535924,0.968658718688214
1,580888.4651633062,0.054257881188535924,0.968658718688214
2,580888.4651633062,0.054257881188535924,0.968658718688214
2,580888.4651633062,0.054257881188535924,0.968658718688214
2,580888.4651633062,0.054257881188535924,0.968658718688214
2,580888.4651633062,0.054257881188535924,0.968658718688214
2,580888.4651633062,0.054257881188535924,0.968658718688214
2,580888.4651633062,0.054257881188535924,0.968658718688214
2,580888.4651633062,0.054257881188535924,0.968658718688214
2,580888.4651633062,0.054257881188535924,0.968658718688214
2,580888.4651633062,0.054257881188535924,0.968658718688214
2,580888.4651633062,0.054257881188535924,0.968658718688214
